applicant_income,loan_amount,credit_score,existing_debt,employment_years,loan_term,employment_type,education,property_area,self_employed,loan_approved
61446,32007,612.0,94468,8.2,48,,Graduate,Semiurban,No,0
142465,34536,559.0,12398,6.5,60,Salaried,Graduate,Urban,No,1
152843,65889,603.0,11104,4.2,60,Salaried,Graduate,Semiurban,No,1
83386,93162,741.0,76534,1.8,24,Salaried,Graduate,Urban,No,0
154190,153971,701.0,26463,7.1,36,Self-employed,Postgraduate,Semiurban,Yes,1
182214,41157,639.0,42169,1.1,24,Self-employed,High School,Urban,Yes,0
167994,34659,703.0,37711,7.7,36,Salaried,High School,Rural,No,0
158443,47977,551.0,25996,16.5,36,Self-employed,Graduate,Urban,Yes,1
136037,141147,653.0,91413,11.4,36,Self-employed,Graduate,Urban,Yes,1
72343,14508,663.0,83026,8.9,24,Salaried,High School,Urban,No,0
164164,67020,610.0,28653,5.7,60,Self-employed,High School,Semiurban,Yes,1
88733,27842,687.0,82421,0.0,24,Self-employed,High School,Semiurban,Yes,0
118134,33560,584.0,85616,0.7,12,Self-employed,Graduate,Semiurban,Yes,0
80026,147527,693.0,64700,11.1,60,Salaried,High School,Urban,No,0
79777,10249,697.0,69406,2.8,48,Salaried,,Rural,No,0
52582,58229,402.0,112194,3.2,36,Salaried,Graduate,Semiurban,No,0
193227,147313,751.0,54465,5.3,36,Salaried,Postgraduate,Urban,No,0
50862,101219,391.0,46249,1.8,24,Salaried,Postgraduate,Semiurban,No,0
40095,20763,598.0,64680,1.1,24,Self-employed,Graduate,Semiurban,Yes,0
188822,79752,737.0,100303,5.8,36,Salaried,Graduate,Semiurban,No,1
122127,155641,623.0,85150,2.4,36,Salaried,Postgraduate,Urban,No,0
101633,70067,525.0,9016,3.0,36,Contract,Graduate,Urban,No,0
154060,89294,557.0,55113,2.9,24,Salaried,,Semiurban,No,0
92080,89782,737.0,88779,8.1,48,Salaried,Graduate,Urban,No,0
47386,109067,487.0,26870,5.1,48,Salaried,Graduate,Urban,No,0
152694,38085,746.0,118613,5.3,24,Salaried,Graduate,Rural,No,1
55799,135952,645.0,96972,8.4,12,Salaried,Graduate,Semiurban,No,0
121773,158290,549.0,101591,5.4,36,Self-employed,High School,Urban,Yes,0
191086,31383,,9806,4.9,48,Salaried,Postgraduate,Urban,No,0
188824,132746,564.0,69559,7.9,48,Salaried,Graduate,Semiurban,No,0
88137,132536,724.0,63334,8.7,48,Salaried,Graduate,Urban,No,1
161552,121242,712.0,75211,5.4,36,Self-employed,High School,Urban,Yes,0
132218,65631,504.0,102031,6.3,24,Salaried,Graduate,Urban,No,0
108889,80313,,42394,2.9,36,Self-employed,Graduate,Semiurban,Yes,0
49487,135881,577.0,64077,2.6,24,Salaried,High School,Semiurban,No,0
90862,32931,,81538,9.1,48,Salaried,Graduate,Urban,No,0
139085,134311,535.0,90382,,24,Salaried,Graduate,Urban,Yes,0
197660,148099,786.0,92447,,24,Salaried,Postgraduate,Semiurban,No,0
25855,112280,647.0,40432,7.1,36,Salaried,High School,Semiurban,No,0
150608,61208,551.0,119787,6.2,36,Self-employed,Postgraduate,Semiurban,Yes,0
173108,93872,592.0,1154,8.8,36,Salaried,Graduate,Urban,No,1
191459,17516,582.0,59095,,36,Salaried,High School,Semiurban,No,0
99165,149770,542.0,73052,9.6,60,Salaried,,Rural,No,0
45733,61360,658.0,7356,5.6,48,Salaried,High School,Semiurban,No,0
72419,18564,546.0,54139,11.5,60,Salaried,Graduate,Urban,No,1
173843,129168,465.0,71502,6.9,36,Salaried,Graduate,Semiurban,No,0
178638,108633,618.0,72913,8.5,36,Salaried,Graduate,Urban,No,1
136487,103406,497.0,14282,7.1,36,Salaried,High School,Urban,No,1
46479,18114,586.0,33301,7.0,36,Salaried,,Urban,No,0
46336,122625,573.0,29371,3.1,36,Salaried,High School,Rural,No,0
108680,105597,576.0,76790,8.8,36,Salaried,Graduate,Urban,No,1
127945,129045,820.0,39453,17.4,12,Salaried,Postgraduate,Rural,No,1
30666,134099,655.0,68574,4.5,12,Contract,Postgraduate,Semiurban,No,0
145066,41793,,87723,6.3,60,Salaried,Graduate,Semiurban,No,0
120289,41595,499.0,95673,4.2,12,Self-employed,Graduate,Urban,Yes,0
27152,148567,594.0,22056,4.0,36,Salaried,High School,Semiurban,No,0
41743,89654,668.0,108423,12.2,36,Salaried,High School,Urban,No,0
104505,75698,563.0,19890,3.3,24,Salaried,Graduate,Semiurban,No,0
151452,53080,727.0,2625,4.1,60,Salaried,High School,Urban,No,1
169444,105852,548.0,5395,0.0,24,Self-employed,Graduate,Urban,Yes,0
100477,123093,626.0,24124,3.0,60,Self-employed,High School,Semiurban,Yes,0
76687,10346,600.0,104788,0.0,48,Salaried,Postgraduate,Urban,Yes,0
194454,92895,664.0,24945,8.5,24,Self-employed,Postgraduate,Urban,Yes,1
105245,159005,596.0,83220,17.2,24,Salaried,Postgraduate,Rural,No,0
80193,52096,627.0,50219,4.5,36,Salaried,Graduate,Urban,No,1
102404,52134,630.0,4793,0.0,36,Self-employed,High School,Urban,Yes,0
27116,141719,588.0,53296,9.6,24,Salaried,High School,Urban,No,0
77837,19309,691.0,3395,3.1,60,Salaried,Graduate,Urban,No,1
115222,69628,670.0,57140,11.2,24,Contract,Graduate,Semiurban,No,1
185727,78739,642.0,67040,4.9,48,Contract,Graduate,Urban,No,0
154189,129681,613.0,62563,3.5,24,Self-employed,Graduate,Semiurban,Yes,0
161726,29354,718.0,33904,5.3,60,Salaried,Graduate,Semiurban,No,1
120357,75108,630.0,91988,9.0,24,Self-employed,High School,Urban,Yes,1
44352,32849,624.0,71607,5.1,36,Salaried,Graduate,Rural,No,0
93412,128145,659.0,30574,4.0,36,Salaried,Graduate,Rural,No,0
199481,104842,794.0,52152,5.2,24,Salaried,Graduate,Urban,No,0
32729,84510,536.0,13020,0.9,48,Contract,Postgraduate,Urban,No,0
178860,68939,715.0,110797,7.6,24,Contract,Graduate,Urban,No,0
144786,32976,489.0,90365,0.0,36,Self-employed,Graduate,Urban,Yes,0
74683,148277,668.0,34537,4.2,36,,Postgraduate,Semiurban,No,0
161148,107149,784.0,80990,9.0,36,Salaried,High School,Semiurban,No,1
171456,57873,692.0,81497,7.2,12,Salaried,Graduate,Urban,No,0
32563,72090,665.0,73161,8.4,24,Contract,Graduate,Urban,No,0
43623,118927,602.0,6486,5.7,24,Salaried,Graduate,Urban,No,0
141506,117934,653.0,105422,10.7,36,Salaried,High School,Rural,No,0
199843,79164,629.0,114703,9.7,24,Self-employed,Postgraduate,Rural,Yes,1
29194,55435,583.0,116897,7.8,60,Salaried,Postgraduate,Urban,No,0
141494,108992,625.0,117690,9.7,36,Self-employed,High School,Semiurban,Yes,0
48891,108734,667.0,111458,9.0,36,Salaried,High School,Semiurban,No,0
138771,99954,585.0,88688,4.2,36,Self-employed,High School,Semiurban,Yes,0
134080,20927,581.0,6825,0.6,24,Salaried,Graduate,Semiurban,No,1
40827,80917,534.0,55825,7.7,36,Salaried,Graduate,Rural,No,0
144127,102087,683.0,29417,,24,Salaried,High School,Urban,No,1
181980,152509,696.0,26399,10.4,36,Salaried,Postgraduate,Urban,No,1
176102,88834,670.0,99674,2.3,36,Salaried,Graduate,Rural,No,0
30074,61407,732.0,97501,2.4,36,Salaried,Graduate,Urban,No,0
68035,93368,657.0,62648,7.8,60,Salaried,Graduate,Urban,No,0
67144,36585,683.0,88362,5.7,24,Self-employed,Graduate,Semiurban,Yes,0
104326,23604,676.0,15523,0.0,36,Salaried,Graduate,Semiurban,No,1
50028,111714,642.0,26634,7.5,24,Self-employed,Graduate,Semiurban,Yes,0
174510,157927,605.0,103257,0.0,36,Self-employed,Graduate,Semiurban,Yes,0
160934,136901,838.0,54145,2.2,48,Salaried,Postgraduate,Semiurban,No,1
166461,97549,612.0,65595,11.4,24,Self-employed,Graduate,Urban,Yes,0
59685,16038,593.0,55535,13.3,36,Salaried,,Semiurban,No,0
27550,158195,687.0,24259,1.1,36,Salaried,Graduate,Semiurban,No,0
184361,77444,671.0,99169,4.7,12,Salaried,Graduate,Rural,No,1
75558,53449,531.0,90996,6.2,60,Self-employed,Graduate,Urban,Yes,0
139847,143873,745.0,82061,13.1,36,Salaried,Graduate,Urban,No,1
184151,121960,642.0,42383,4.0,48,Salaried,Graduate,Semiurban,No,1
31328,122442,556.0,77180,4.1,36,Contract,High School,Urban,No,0
25957,51662,751.0,114390,12.2,60,Salaried,High School,Urban,No,0
25950,158771,703.0,77979,4.5,24,Contract,High School,Rural,No,0
52357,77930,543.0,59312,8.9,36,Self-employed,Postgraduate,Semiurban,Yes,0
34040,89712,801.0,32456,0.1,48,Contract,Postgraduate,Urban,No,0
168496,122643,706.0,62736,5.3,36,Contract,Graduate,Urban,No,1
131036,108999,649.0,44605,0.0,36,Contract,High School,Urban,No,1
196508,35843,785.0,73352,1.8,60,Salaried,Postgraduate,Semiurban,No,1
165259,55372,664.0,5479,9.4,36,Self-employed,Graduate,Semiurban,Yes,1
193557,64177,648.0,22819,5.8,48,Self-employed,Graduate,Urban,Yes,1
66746,152130,594.0,94432,4.7,36,Self-employed,Graduate,Urban,Yes,0
75364,117175,699.0,45686,3.0,48,Salaried,Graduate,Urban,No,0
173646,64950,691.0,51959,5.1,60,Contract,High School,Urban,No,1
67854,120208,651.0,65267,7.2,36,Salaried,Graduate,Urban,No,0
35015,120776,583.0,52588,9.9,24,Salaried,Graduate,Semiurban,No,0
142097,69133,661.0,91036,0.0,12,Salaried,High School,Urban,No,0
165168,70471,644.0,29442,2.7,36,Salaried,,Urban,No,0
194434,144144,537.0,91012,6.6,48,Self-employed,Graduate,Semiurban,Yes,0
187364,94272,525.0,25131,5.6,36,Salaried,Graduate,Urban,No,0
46040,32427,698.0,44471,7.6,24,Self-employed,Postgraduate,Urban,Yes,0
160118,117967,429.0,70538,7.1,24,Self-employed,Postgraduate,Urban,Yes,0
173072,98435,667.0,106317,4.8,36,Salaried,Graduate,Urban,No,0
147171,86340,609.0,27906,3.9,48,Self-employed,Graduate,Urban,Yes,0
168464,118765,761.0,70486,5.0,24,Salaried,Graduate,Semiurban,No,0
171646,146062,608.0,7705,,36,Self-employed,Graduate,Urban,Yes,0
103146,59565,706.0,9051,3.1,48,Contract,High School,Semiurban,No,0
32026,72895,616.0,92100,5.7,60,Salaried,Graduate,Semiurban,No,0
104834,38424,660.0,86275,6.7,24,Self-employed,Graduate,Urban,Yes,0
60311,107060,713.0,45176,12.2,60,Salaried,Graduate,Urban,No,0
44902,70407,611.0,74757,4.8,36,Salaried,Postgraduate,Urban,No,0
46861,61354,735.0,45628,9.8,48,Self-employed,,Urban,Yes,1
147040,114478,566.0,33269,10.9,12,Salaried,Graduate,Semiurban,No,1
113292,71223,675.0,51758,5.7,36,Self-employed,High School,Urban,Yes,0
119471,79655,728.0,37423,5.2,36,Salaried,High School,Rural,No,1
155407,76007,706.0,97805,4.7,36,Salaried,Graduate,Semiurban,No,0
120946,48780,813.0,49400,5.0,36,Contract,Graduate,Semiurban,No,1
135252,28871,585.0,38500,9.4,36,Salaried,High School,Semiurban,No,0
40054,134085,533.0,64338,6.9,36,Salaried,High School,Semiurban,No,0
173947,23758,565.0,90964,6.9,12,Salaried,High School,Rural,Yes,1
103536,58731,706.0,32839,1.5,36,Self-employed,Graduate,Rural,Yes,0
52162,110123,692.0,112745,2.1,24,Salaried,Graduate,Urban,No,0
167332,29694,659.0,55624,14.6,60,Salaried,Graduate,Urban,No,1
153558,108327,555.0,79304,5.3,60,Salaried,High School,Urban,No,0
34279,119959,715.0,114869,2.9,24,Salaried,High School,Urban,No,0
58782,109436,,51801,11.7,24,Contract,High School,Semiurban,No,1
27756,55754,749.0,23978,7.1,24,Salaried,Graduate,Urban,No,0
72382,12964,850.0,89734,8.3,36,Salaried,High School,Semiurban,No,1
42496,143102,681.0,794,5.4,60,Self-employed,Graduate,Semiurban,Yes,0
149233,58982,700.0,54947,4.7,36,Salaried,Postgraduate,Urban,No,0
116446,130750,608.0,117598,5.3,12,Salaried,Graduate,Semiurban,No,0
196535,39671,,49731,0.5,12,Salaried,,Urban,No,0
156149,34361,599.0,82091,5.6,24,Salaried,,Semiurban,No,1
132020,126722,557.0,63033,7.2,48,Self-employed,Graduate,Semiurban,Yes,0
114129,150959,527.0,25761,13.4,36,Contract,Postgraduate,Urban,No,0
34537,139094,796.0,38126,6.3,36,Contract,Graduate,Semiurban,No,0
37285,122686,673.0,62823,0.0,36,Contract,Graduate,Urban,No,0
132854,47002,682.0,12510,5.6,60,Salaried,Postgraduate,Semiurban,No,1
25766,146981,624.0,49786,17.0,36,Salaried,Graduate,Semiurban,No,0
32411,110177,635.0,49782,9.5,48,Self-employed,Graduate,Urban,Yes,0
63348,35824,732.0,100189,2.8,60,Contract,Graduate,Semiurban,No,0
179725,29404,647.0,14862,8.4,36,Self-employed,High School,Rural,Yes,1
105312,140674,695.0,101123,3.0,60,Salaried,High School,Semiurban,No,0
149176,51272,633.0,49252,0.6,24,Self-employed,High School,Semiurban,Yes,0
97023,124883,621.0,78162,4.6,48,Self-employed,Postgraduate,Semiurban,Yes,0
55297,30798,530.0,66832,6.4,12,Contract,Graduate,Urban,Yes,0
89952,52080,482.0,35973,0.0,36,Self-employed,Graduate,Semiurban,Yes,0
41051,52528,628.0,111685,1.4,24,Salaried,High School,Rural,No,0
159794,52165,655.0,26935,6.0,12,Salaried,Graduate,Urban,No,1
57118,111210,541.0,4346,4.4,12,,Postgraduate,Urban,No,0
90865,147158,647.0,90014,7.6,36,Salaried,Graduate,Urban,No,0
196504,146549,655.0,74575,1.1,36,Contract,Graduate,Urban,No,1
128593,121232,467.0,106864,8.9,36,Salaried,Postgraduate,Urban,No,0
105248,40378,572.0,54928,1.3,36,Salaried,Postgraduate,Urban,No,0
120027,154087,685.0,2020,12.6,60,Salaried,Postgraduate,Semiurban,No,1
162214,91311,683.0,2431,0.0,60,Self-employed,Graduate,Urban,Yes,1
69534,91895,552.0,51991,1.6,24,Salaried,High School,Urban,No,0
136371,115208,663.0,29945,7.7,36,Salaried,Graduate,Semiurban,Yes,0
177721,125364,737.0,110661,12.7,36,Contract,,Urban,No,1
125172,152938,716.0,14218,7.3,48,Salaried,Postgraduate,Urban,No,1
103144,97356,642.0,105697,8.3,36,Salaried,High School,Semiurban,No,0
50397,101509,610.0,26015,6.1,48,Salaried,Graduate,Rural,No,0
68450,121829,597.0,14328,1.9,24,Salaried,Postgraduate,Semiurban,No,0
190554,48266,690.0,32948,4.0,36,Self-employed,Postgraduate,Urban,Yes,1
119720,56156,667.0,17296,1.2,48,Contract,Graduate,Urban,No,0
77734,103821,703.0,48156,0.9,36,Salaried,Postgraduate,Rural,No,0
98214,19619,661.0,39655,7.6,48,Contract,High School,Semiurban,Yes,0
126153,58073,720.0,63484,1.5,12,Self-employed,Graduate,Semiurban,Yes,0
119070,117699,658.0,64448,7.3,24,Salaried,High School,Semiurban,No,0
147460,156419,717.0,118,0.8,12,Salaried,Postgraduate,Urban,No,0
70061,87924,724.0,14984,7.2,24,Salaried,Postgraduate,Urban,No,0
138615,69951,582.0,19424,4.0,12,Contract,High School,Semiurban,No,1
102468,76056,496.0,23366,11.6,36,Salaried,High School,Rural,No,0
189604,112814,781.0,11227,7.3,36,Salaried,Graduate,Urban,No,1
52636,91671,672.0,37756,10.9,48,Self-employed,Graduate,Semiurban,Yes,0
50976,13484,504.0,65960,3.0,36,Contract,Postgraduate,Urban,No,0
105790,90885,589.0,37067,6.2,12,Self-employed,High School,Rural,Yes,0
113961,70009,716.0,39488,2.1,48,Self-employed,Graduate,Urban,Yes,0
145903,115120,626.0,56346,4.3,12,Salaried,Graduate,Semiurban,No,0
95706,141266,606.0,65807,5.0,60,Contract,Graduate,Urban,Yes,0
184900,154367,769.0,39716,3.1,12,Salaried,High School,Semiurban,No,0
107979,101534,561.0,26618,1.1,36,Salaried,Postgraduate,Semiurban,No,0
47633,64384,582.0,49125,0.3,60,Contract,Graduate,Urban,No,1
45863,76591,668.0,2907,0.0,36,Salaried,Graduate,Rural,No,0
195346,36469,683.0,59108,1.8,36,Salaried,Graduate,Rural,No,1
48466,150390,692.0,112964,8.5,48,,Postgraduate,Rural,Yes,0
190873,137096,727.0,47752,0.0,24,Salaried,Postgraduate,Urban,No,1
73663,138097,667.0,12996,0.5,48,,Postgraduate,Semiurban,No,0
41346,59218,692.0,84849,13.2,60,Self-employed,Graduate,Semiurban,Yes,1
78323,58332,628.0,15223,3.5,60,Self-employed,Postgraduate,Semiurban,Yes,1
132572,138492,655.0,23236,,36,Self-employed,Graduate,Semiurban,Yes,1
99883,91682,659.0,17585,8.6,36,Salaried,Graduate,Semiurban,No,0
162476,115698,668.0,106039,8.7,48,Salaried,Graduate,Urban,No,0
131922,83473,716.0,117753,0.0,36,Self-employed,Graduate,Urban,Yes,0
95137,76415,697.0,68356,5.1,24,Salaried,Postgraduate,Urban,No,1
136060,104830,654.0,74119,0.0,24,Salaried,Postgraduate,Urban,No,1
195005,131947,581.0,77454,15.8,24,Salaried,Graduate,Urban,No,0
97066,60116,656.0,73234,0.0,36,Salaried,Graduate,Urban,No,0
51852,131371,648.0,65292,1.8,24,Salaried,Postgraduate,Semiurban,No,0
96537,46630,666.0,118403,,12,Self-employed,Postgraduate,Semiurban,Yes,0
172020,70424,838.0,87975,0.0,12,Contract,Graduate,Urban,No,1
63084,146900,605.0,10612,11.4,60,Salaried,High School,Semiurban,Yes,0
191099,153167,686.0,47033,15.7,12,Self-employed,Graduate,Rural,Yes,1
127953,148581,741.0,116940,4.1,12,Salaried,Postgraduate,Rural,No,1
130275,57406,658.0,48439,0.7,36,Salaried,Graduate,Rural,No,1
80482,136498,849.0,24481,0.0,24,Self-employed,Graduate,Rural,Yes,0
186079,150413,,104218,5.0,60,Salaried,Graduate,Semiurban,No,0
31310,156730,678.0,74768,4.7,60,Contract,Graduate,Rural,No,0
77267,13135,582.0,67508,3.4,36,Salaried,Graduate,Rural,No,0
98220,121748,620.0,50410,6.9,36,Salaried,Postgraduate,Urban,No,0
108523,159511,671.0,14924,7.6,36,Salaried,Graduate,Rural,No,1
107973,124700,722.0,46074,7.3,12,Salaried,Graduate,Semiurban,No,0
50886,44976,677.0,52497,,24,Contract,Graduate,Semiurban,No,0
64478,124388,757.0,111749,1.6,24,Self-employed,Postgraduate,Rural,Yes,0
41667,25786,642.0,36872,8.7,24,Salaried,Graduate,Urban,No,0
125180,82091,622.0,17907,6.1,36,Salaried,Graduate,Urban,No,1
86402,103934,850.0,51303,9.6,12,Self-employed,High School,Semiurban,Yes,1
124010,78467,684.0,119648,9.2,24,,High School,Semiurban,Yes,0
128200,114975,589.0,57864,0.3,36,Salaried,Graduate,Rural,No,0
147850,46033,591.0,45495,0.3,36,Salaried,High School,Rural,No,0
120731,100933,570.0,80026,3.0,24,Salaried,Postgraduate,Semiurban,No,0
138390,106722,730.0,77852,1.8,12,,Postgraduate,Rural,No,1
127751,105069,619.0,35914,9.0,24,Salaried,High School,Urban,No,0
139175,53398,661.0,116148,7.4,24,Salaried,Postgraduate,Rural,No,0
132912,55807,645.0,71153,10.4,48,Salaried,Graduate,Urban,No,1
80337,48671,712.0,6912,7.6,60,Salaried,Graduate,Semiurban,No,1
68099,79266,578.0,48908,6.8,36,Salaried,Postgraduate,Urban,No,0
162800,97894,559.0,110743,10.8,36,Contract,Graduate,Semiurban,No,1
84972,64380,669.0,47202,7.9,48,Salaried,High School,Urban,Yes,1
121100,71497,701.0,68137,6.3,36,Salaried,High School,Urban,No,0
59470,52961,678.0,73515,11.9,24,Salaried,Graduate,Semiurban,No,0
100498,42828,581.0,84527,6.5,24,Salaried,Postgraduate,Semiurban,No,0
117691,108615,708.0,104677,4.8,36,Contract,Graduate,Urban,No,1
134552,132408,587.0,17902,2.6,36,,Graduate,Semiurban,No,1
117115,53605,606.0,62009,8.8,24,Salaried,High School,Urban,No,1
88115,139085,570.0,64006,10.9,24,Contract,Postgraduate,Urban,No,0
193309,95646,761.0,18287,5.8,36,,Graduate,Urban,Yes,1
114729,35154,704.0,80821,11.2,24,Self-employed,Graduate,Semiurban,Yes,1
166452,64899,701.0,14178,0.0,36,Salaried,Graduate,Semiurban,No,1
153923,11126,756.0,54749,5.8,48,Salaried,Graduate,Semiurban,No,1
122705,15875,850.0,39629,5.8,36,Self-employed,High School,Rural,Yes,1
180120,60419,505.0,18598,3.1,24,Salaried,Graduate,Semiurban,No,0
47446,78169,587.0,98678,15.5,24,Self-employed,Graduate,Semiurban,Yes,0
186185,129626,598.0,29294,5.7,48,Self-employed,Graduate,Rural,Yes,0
173789,30145,578.0,30628,4.4,36,Salaried,Postgraduate,Urban,No,1
113135,135876,558.0,102527,6.1,12,Salaried,High School,Urban,No,0
153343,45178,625.0,105284,0.0,24,Salaried,Graduate,Urban,No,0
116048,30749,547.0,4136,3.0,48,Salaried,High School,Semiurban,No,1
72033,114983,678.0,33345,9.9,48,Self-employed,High School,Semiurban,Yes,0
164977,126150,654.0,85063,3.5,60,Self-employed,Graduate,Urban,Yes,0
68036,100736,691.0,93376,2.7,36,Salaried,,Rural,No,0
80028,27355,693.0,119926,11.2,36,Self-employed,Graduate,Rural,Yes,1
115876,27301,701.0,66558,11.4,36,Salaried,High School,Urban,No,1
171541,68509,618.0,897,8.1,24,Self-employed,Graduate,Urban,Yes,1
92187,77590,830.0,104835,4.2,48,Salaried,Graduate,Urban,No,1
111474,159791,670.0,19325,5.0,36,Self-employed,Postgraduate,Urban,Yes,1
32291,52971,492.0,14495,2.8,24,Self-employed,Graduate,Rural,Yes,0
45274,38888,565.0,80897,2.0,60,Salaried,Postgraduate,Semiurban,No,0
34790,151885,502.0,72457,1.8,36,Salaried,High School,Urban,No,0
37610,33094,651.0,7198,3.5,12,Contract,Graduate,Semiurban,No,0
176991,13960,640.0,20313,1.9,36,Salaried,Graduate,Urban,No,0
172348,73420,610.0,70774,,60,Self-employed,Graduate,Urban,Yes,0
168830,70162,821.0,30641,6.9,60,Contract,Graduate,Urban,No,1
34724,102950,697.0,82080,6.9,36,Contract,Graduate,Semiurban,No,0
38587,141660,712.0,49411,12.8,60,Salaried,Postgraduate,Semiurban,No,0
74107,149935,571.0,70577,3.3,60,Self-employed,High School,Rural,Yes,0
123926,53445,565.0,56994,7.2,48,Contract,Postgraduate,Urban,No,1
83472,157123,653.0,43822,7.3,60,Salaried,Graduate,Semiurban,No,0
110323,104899,665.0,41088,5.0,36,Salaried,Graduate,Urban,No,0
55274,20446,492.0,83673,9.0,48,Salaried,Graduate,Urban,No,0
152886,150766,635.0,61726,9.1,36,Self-employed,Graduate,Rural,Yes,1
79931,30699,651.0,71315,7.3,48,Salaried,Postgraduate,Semiurban,No,0
36644,98289,632.0,69277,5.0,24,Salaried,Postgraduate,Urban,No,0
154971,128610,581.0,24916,,48,Salaried,Postgraduate,Semiurban,No,0
182987,47415,604.0,109587,0.5,60,Self-employed,Postgraduate,Semiurban,Yes,0
27569,50594,635.0,67576,2.8,36,Salaried,Graduate,Rural,No,1
101417,81426,658.0,86167,3.5,60,Contract,Graduate,Semiurban,No,0
169755,142727,701.0,105828,1.5,36,Self-employed,Postgraduate,Urban,Yes,1
148578,43540,742.0,110964,7.8,24,Contract,High School,Semiurban,No,1
174895,109517,625.0,80019,10.8,24,Contract,Postgraduate,Urban,No,0
97661,77888,611.0,94453,2.4,48,Salaried,Graduate,Urban,No,0
90145,26776,687.0,56614,7.1,36,Self-employed,Graduate,Semiurban,Yes,0
149105,116631,702.0,88535,1.9,36,Salaried,Graduate,Semiurban,No,1
51882,134879,,38590,4.8,36,Contract,Graduate,Urban,No,0
66898,96345,717.0,85413,3.2,36,Salaried,High School,Semiurban,No,1
130147,36453,733.0,10306,8.4,36,Self-employed,Graduate,Semiurban,Yes,1
141979,33358,760.0,109713,3.3,60,Self-employed,,Semiurban,Yes,1
45942,73524,801.0,29355,10.0,48,Salaried,High School,Urban,No,0
113954,85962,576.0,78787,5.0,48,Self-employed,,Urban,Yes,0
88860,92827,651.0,1342,3.4,36,Salaried,Graduate,Urban,No,0
112805,46548,651.0,18685,1.0,60,Salaried,Graduate,Urban,No,1
192725,85114,642.0,118395,7.0,24,Salaried,Postgraduate,Urban,Yes,0
38406,54261,595.0,100003,9.6,24,Salaried,High School,Urban,No,1
199206,112924,524.0,26697,7.1,12,Salaried,Graduate,Urban,No,0
103676,129471,658.0,15701,15.0,36,Contract,High School,Urban,Yes,1
160118,107903,585.0,97785,11.7,36,Salaried,Graduate,Rural,No,1
99282,10187,657.0,118820,4.8,48,Salaried,Graduate,Semiurban,No,0
79418,158806,583.0,20237,4.7,36,Contract,Graduate,Urban,No,0
159854,13565,557.0,79673,7.9,12,Self-employed,Graduate,Rural,Yes,1
145341,159913,670.0,34032,2.6,36,Salaried,Graduate,Urban,No,1
50210,14766,663.0,89326,10.7,60,Contract,High School,Urban,No,0
148446,87468,699.0,50193,7.4,24,Salaried,Graduate,Rural,No,1
156788,25895,836.0,15042,7.0,24,Salaried,Graduate,Urban,No,1
92872,24279,674.0,38928,8.7,24,Salaried,Graduate,Urban,No,1
186988,112509,691.0,64634,12.9,36,Self-employed,Graduate,Urban,Yes,1
137155,119176,558.0,95802,6.7,24,Salaried,Graduate,Semiurban,No,0
83384,27735,541.0,2523,5.5,36,Salaried,Graduate,Semiurban,No,1
26877,156499,785.0,114923,12.0,36,,High School,Urban,Yes,0
143118,58069,572.0,77952,9.9,36,Salaried,Graduate,Urban,No,0
61585,57748,561.0,105035,4.7,36,Salaried,High School,Urban,No,0
157392,54546,647.0,111606,6.0,12,Self-employed,Graduate,Semiurban,Yes,0
116890,79181,642.0,18429,6.8,60,,Postgraduate,Urban,Yes,0
106677,36675,573.0,11247,7.4,36,Salaried,Graduate,Rural,No,1
53656,73716,624.0,93202,0.6,36,Salaried,Graduate,Semiurban,No,0
149513,41497,754.0,22545,0.0,12,Contract,High School,Urban,No,1
54033,17712,581.0,17753,2.5,36,Salaried,Postgraduate,Semiurban,No,0
98106,65310,532.0,56222,2.1,60,Salaried,High School,Urban,No,0
171353,110839,730.0,109605,3.4,12,Salaried,Graduate,Urban,No,0
186064,124463,692.0,95472,8.5,24,Salaried,Postgraduate,Urban,No,1
198098,63000,597.0,62145,5.3,24,Contract,Graduate,Semiurban,No,0
192652,58561,516.0,23574,6.8,36,Salaried,High School,Semiurban,No,0
122294,128119,587.0,40365,1.1,60,Salaried,Graduate,Rural,Yes,1
60084,112178,645.0,82619,4.2,36,Salaried,Graduate,Urban,No,0
171837,134818,749.0,18843,8.3,36,Salaried,High School,Urban,No,0
165285,145915,562.0,62928,8.4,48,Salaried,Graduate,Semiurban,No,0
198306,133184,643.0,1417,3.1,48,Contract,Graduate,Urban,No,1
138915,150472,707.0,39010,6.6,24,Self-employed,Graduate,Urban,Yes,1
49779,72499,448.0,29753,14.8,24,Salaried,High School,Rural,No,0
113007,69200,738.0,81730,5.9,36,Salaried,Postgraduate,Rural,No,0
103442,58231,549.0,109682,3.2,48,Salaried,Graduate,Rural,No,0
172515,45283,678.0,17577,5.3,48,Salaried,Graduate,Urban,No,1
93700,122323,671.0,95671,6.4,48,Salaried,Graduate,Urban,No,0
82503,117167,742.0,78710,5.4,48,Salaried,High School,Urban,No,0
39008,130208,697.0,116375,5.9,24,Self-employed,Graduate,Rural,Yes,0
171204,35108,448.0,109381,0.2,36,Contract,Graduate,Urban,No,0
157182,83688,583.0,12091,2.1,12,Salaried,Graduate,Urban,No,0
32214,43293,662.0,89186,5.4,60,Contract,Postgraduate,Urban,No,0
100911,143954,633.0,71061,5.3,36,Salaried,Postgraduate,Semiurban,No,0
108950,50111,691.0,13569,3.7,24,Salaried,Graduate,Semiurban,No,1
